"Run","Run ID","metric","step","timestamp","value"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","1","1776633655952","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","2","1776633679779","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","3","1776633702728","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","4","1776633725275","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","5","1776634030747","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","6","1776634053305","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","7","1776634075914","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","8","1776634101047","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","9","1776634123641","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","10","1776634428843","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","11","1776634451678","0.00045320916362186214"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","12","1776634474399","0.00048800884649231267"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","13","1776634497168","0.0004969836434458088"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","14","1776634519686","0.0004992447467646164"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","15","1776634825186","0.0004998111138789772"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","16","1776634847786","0.0004999527739181059"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","17","1776634870289","0.0004999881931950354"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","18","1776634892789","0.000499997048280978"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","19","1776634915268","0.0004999992620691331"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","20","1776635221083","0.0004999998155172139"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","21","1776635244212","0.0004999999538792991"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","22","1776635266687","0.0004999999884698245"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","23","1776635289361","0.0004999999971174561"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","24","1776635312234","0.000499999999279364"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","25","1776635617960","0.000499999999819841"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","26","1776635640569","0.0004999999999549603"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","27","1776635663104","0.0004999999999887401"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","28","1776635685698","0.000499999999997185"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","29","1776635708077","0.0004999999999992963"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","30","1776636016130","0.000499999999999824"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","31","1776636038838","0.0004999999999999561"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","32","1776636061588","0.0004999999999999891"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","33","1776636084282","0.0004999999999999973"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","34","1776636106812","0.0004999999999999994"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","35","1776636412780","0.0004999999999999998"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","36","1776636435611","0.0004999999999999999"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","37","1776636458269","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","38","1776636480955","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","39","1776636503664","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","40","1776636809580","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","41","1776636832168","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","42","1776636854631","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","43","1776636877235","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","44","1776636899878","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","45","1776637205612","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","46","1776637228502","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","47","1776637250984","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","48","1776637273659","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","49","1776637296489","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","50","1776637602870","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","51","1776637625360","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","52","1776637650627","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","53","1776637673102","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","54","1776637695950","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","55","1776638001654","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","56","1776638024421","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","57","1776638046949","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","58","1776638069483","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","59","1776638091940","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","60","1776638397638","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","61","1776638420157","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","62","1776638442647","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","63","1776638465116","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","64","1776638487873","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","65","1776638793916","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","66","1776638817008","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","67","1776638839866","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","68","1776638862438","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","69","1776638884976","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","70","1776639191030","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","71","1776639213491","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","72","1776639236287","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","73","1776639259121","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","74","1776639281945","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","75","1776639590610","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","76","1776639613196","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","77","1776639635866","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","78","1776639658446","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","79","1776639680900","0.0005"
"wistful-snake-870","257c45bcf03849ffb5b23ebdc3363a89","lr","80","1776639986812","0.0005"
